,text,category,cleaned_text
784,I'm expecting to see a cash withdrawal but I'm still waiting.,pending_cash_withdrawal,im expecting see cash withdrawal im still waiting
4921,I could not access my money at the ATM,declined_cash_withdrawal,could access money atm
6482,Where did my money come from?,verify_source_of_funds,money come
9618,My card is almost going to expire.,card_about_to_expire,card almost going expire
884,Is it okay to hold money in multiple currencies?,fiat_currency_support,okay hold money multiple currency
5091,how come i was declined,declined_cash_withdrawal,come declined
6431,It appears as though my card payment was duplicated. I paid at the store earlier today. The first time it was declined and the second time it worked. The app is still showing one of the payments to be pending. Please take one of these off because clearly the first was declined and is not correct.,transaction_charged_twice,appears though card payment duplicated paid store earlier today first time declined second time worked app still showing one payment pending please take one clearly first declined correct
2199,I made the incorrect payment for my rent yesterday and this needs to be fixed by no later than tomorrow. How can you help?,cancel_transfer,made incorrect payment rent yesterday need fixed later tomorrow help
6911,What cash machines will let me change my PIN?,change_pin,cash machine let change pin
1621,Is there a limit for age?,age_limit,limit age
5906,Why has my card declined,declined_card_payment,card declined
2008,Why is the top-up I made still pending.,pending_top_up,topup made still pending
6525,where are the transfers originating,verify_source_of_funds,transfer originating
1542,Someone took my card without my permission.,lost_or_stolen_card,someone took card without permission
6397,Why does a payment show up twice?,transaction_charged_twice,payment show twice
1551,I left my card at a restaurant and now its missing.,lost_or_stolen_card,left card restaurant missing
9754,"i received my American Express in Apple pay, why is top up not working?",apple_pay_or_google_pay,received american express apple pay top working
9288,"I just got a new card, and I want to know how to activate.",activate_my_card,got new card want know activate
7372,Can I transfer my salary if its in GBP?,receiving_money,transfer salary gbp
6461,I was charged twice for a few things this week when I only bought one. What do I do?,transaction_charged_twice,charged twice thing week bought one
8255,I did not get the right exchange rate while getting my cash out.,wrong_exchange_rate_for_cash_withdrawal,get right exchange rate getting cash
462,Can you change the rate for the item I bought in a different currency as it is wrong?,card_payment_wrong_exchange_rate,change rate item bought different currency wrong
5404,I would like my money back for an item I purchased,request_refund,would like money back item purchased
5860,The payment for the card did not go through,declined_card_payment,payment card go
765,I made a cash withdrawal earlier and it's showing as pending.  What does that mean?,pending_cash_withdrawal,made cash withdrawal earlier showing pending mean
609,I think I may have been charged $1 extra on my app.  Could you provide some insight as to why this may have happened?,extra_charge_on_statement,think may charged extra app could provide insight may happened
9234,"I am unable to activate my card, it won't let me.",activate_my_card,unable activate card wont let
6754,"I dont know what happened, but my payment was cancelled",reverted_card_payment?,dont know happened payment cancelled
3633,There are a few payments in the app that I didn't make! Does someone else have my card?  What should I do?,card_payment_not_recognised,payment app didnt make someone else card
5928,I don't understand why my payment was declined. I thought everything was ok.,declined_card_payment,dont understand payment declined thought everything ok
2980,I want to top up my account. What payment methods are supported?,supported_cards_and_currencies,want top account payment method supported
7349,How can I receive my salary with a different currency?,receiving_money,receive salary different currency
6707,How long does it take for the money to show up in my account?,transfer_timing,long take money show account
5198,Why didn't my payment process,pending_card_payment,didnt payment process
5936,I was so embarrassed. Why didn't my payment clear?,declined_card_payment,embarrassed didnt payment clear
5703,I need my refund as soon as possible. What else do I have to do?,Refund_not_showing_up,need refund soon possible else
6,Do you have info about the card on delivery?,card_arrival,info card delivery
6499,How will I know where my funds are coming from?,verify_source_of_funds,know fund coming
3158,For what reason did my top-up get cancelled?,top_up_reverted,reason topup get cancelled
3606,A random charge got added to my card,card_payment_not_recognised,random charge got added card
1825,Do you receive SWIFT transfers?,top_up_by_bank_transfer_charge,receive swift transfer
2739,wheres my money receipt,transfer_not_received_by_recipient,wheres money receipt
3324,"I can't figure out why I haven't gotten my cash, when I already put the check in the bank.",balance_not_updated_after_cheque_or_cash_deposit,cant figure havent gotten cash already put check bank
5967,Whats the reason for my payment being declined? It looked like everything went through ok and my account was good.,declined_card_payment,whats reason payment declined looked like everything went ok account good
9833,What type of ID do you accept?,verify_my_identity,type id accept
6198,What are the steps to finishing up with this account?,terminate_account,step finishing account
5767,"I requested a refund from a seller a while ago, but when I check my statements it doesn't show up. Can you help me get my refund.",Refund_not_showing_up,requested refund seller ago check statement doesnt show help get refund
3289,"My money has gone missing. I had recently added money in, and saw it was there and went through. Now it's missing. What is happening?",top_up_reverted,money gone missing recently added money saw went missing happening
2615,Is there a place to check for fee for payments? I feel like I'm getting charged too much at times.,card_payment_fee_charged,place check fee payment feel like im getting charged much time
3514,"I don't recognize this payment on my app, I am sure I didn't spend any money there.",card_payment_not_recognised,dont recognize payment app sure didnt spend money
7008,What are the reasons a beneficiary would be denied?,beneficiary_not_allowed,reason beneficiary would denied
3945,I will not be able to verify my identity.,unable_to_verify_identity,able verify identity
4806,I see a direct debit that I didn't authorize,direct_debit_payment_not_recognised,see direct debit didnt authorize
5479,How do I request a refund?,request_refund,request refund
6064,What is the reason why the transfer shows as pending?,pending_transfer,reason transfer show pending
2931,I have one other credit card from the US. Do you take that?,supported_cards_and_currencies,one credit card u take
5266,I can not find my phone or it has been stolen.,lost_or_stolen_phone,find phone stolen
9748,How can I get my Google pay top up to work?,apple_pay_or_google_pay,get google pay top work
1350,My card won't work right now.,card_not_working,card wont work right
6627,"My Bank is in Europe, how long will the transfer take?",transfer_timing,bank europe long transfer take
9398,"I hate this ATM, it charged me an extra fee, Why did it charge?",cash_withdrawal_charge,hate atm charged extra fee charge
6612,I have to quickly transfer something to China. How long will it take to arrive there?,transfer_timing,quickly transfer something china long take arrive
6454,Is there a reason to why I was charged twice for a transaction?,transaction_charged_twice,reason charged twice transaction
9436,I didn't realize that there were any fees for withdrawing money from my account--this has never happened to me before.  What exactly are the fees?,cash_withdrawal_charge,didnt realize fee withdrawing money accountthis never happened exactly fee
1788,Would reinstalling the app solve the problem?,contactless_not_working,would reinstalling app solve problem
5721,I made a purchase a few weeks ago but wasn't happy with it so recently requested a refund from the supplier.  Can you check where the money is?,Refund_not_showing_up,made purchase week ago wasnt happy recently requested refund supplier check money
5444,Give me a refund,request_refund,give refund
4253,"I tried topping off my account with a card, but the money is not in my account despite the charge going through",topping_up_by_card,tried topping account card money account despite charge going
7789,What can I do to verify my card?,verify_top_up,verify card
2595,I was charged and shouldn't have been charged when using my card!,card_payment_fee_charged,charged shouldnt charged using card
5462,I would like to cancel a purchase.,request_refund,would like cancel purchase
6679,How long will it take to transfer something to China urgently?,transfer_timing,long take transfer something china urgently
9291,What is the process for activating my card and using it?,activate_my_card,process activating card using
1126,Is there an automatic top up feature?,automatic_top_up,automatic top feature
5754,Why is my refund missing in my statement?,Refund_not_showing_up,refund missing statement
6177,do i have to talk to someone to close an account or can i in the app,terminate_account,talk someone close account app
6636,How long is the transfer?,transfer_timing,long transfer
6130,"How long does the ""pending"" period of a transfer take?",pending_transfer,long pending period transfer take
8383,How can I create a disposable virtual card?,get_disposable_virtual_card,create disposable virtual card
1217,What are the restrictions on auto top-up?,automatic_top_up,restriction auto topup
6545,What is the source of funds for my money?,verify_source_of_funds,source fund money
9964,"I'm not in the UK, but can I still get a card?",country_support,im uk still get card
8721,How long before transferred money shows up?,balance_not_updated_after_bank_transfer,long transferred money show
9110,How much is the charge to top up via credit card?,top_up_by_card_charge,much charge top via credit card
7610,How is my money transferred to the account,transfer_into_account,money transferred account
155,how do I get my card to show in the app?,card_linking,get card show app
5066,I entered the correct pin but I still couldnt get funds.,declined_cash_withdrawal,entered correct pin still couldnt get fund
7440,I believe that my transfer hasn't gone through.,failed_transfer,believe transfer hasnt gone
6915,Can my PIN changed remotely without visiting a bank?,change_pin,pin changed remotely without visiting bank
9920,Can I get support?,country_support,get support
5407,I bought something that I need a refund for.,request_refund,bought something need refund
6149,unhappy with service need to delete account,terminate_account,unhappy service need delete account
6536,I would like to know how to work out where my funds came from?,verify_source_of_funds,would like know work fund came
23,My card isn't here yet.,card_arrival,card isnt yet
2196,How do I cancel a recent transfer?,cancel_transfer,cancel recent transfer
3263,My automatic top-up was unsuccessful,top_up_reverted,automatic topup unsuccessful
102,Is there a way I can check on the card on route to me?,card_arrival,way check card route
2215,The wrong account was used during a transaction.,cancel_transfer,wrong account used transaction
8611,My top-up failed to go through.,top_up_failed,topup failed go
4783,There is a direct debit set up that I didn't create.,direct_debit_payment_not_recognised,direct debit set didnt create
2082,"Hi, I sent a payment to the wrong account number - can you cancel it as soon as possible?",cancel_transfer,hi sent payment wrong account number cancel soon possible
1077,I ordered my card a couple weeks ago and haven't received it yet. When can I expect it?,card_delivery_estimate,ordered card couple week ago havent received yet expect
7336,I am paid by my employer in GBP; do I need to do anything in the app to indicate this?,receiving_money,paid employer gbp need anything app indicate
8921,There is a withdrawal in my account I didn't make.,cash_withdrawal_not_recognised,withdrawal account didnt make
4812,There is a payment showing on my app that I didn't do. Will you please cancel this payment and refund my money ?,direct_debit_payment_not_recognised,payment showing app didnt please cancel payment refund money
2399,I did not receive the right amount of cash I requested,wrong_amount_of_cash_received,receive right amount cash requested
1796,Help me to set up contactless payments.,contactless_not_working,help set contactless payment
2101,I need a transfer cancelled.,cancel_transfer,need transfer cancelled
5197,I made a purchase earlier today but it is still listed as pending- when will it go through?,pending_card_payment,made purchase earlier today still listed pending go
1838,Are there fees for receiving a SEPA transfer?,top_up_by_bank_transfer_charge,fee receiving sepa transfer
8962,Do I pay extra for exchange?,exchange_charge,pay extra exchange
9975,"I live in the EU, can I get one of your cards?",country_support,live eu get one card
7061,are transfers to a beneficiary possible,beneficiary_not_allowed,transfer beneficiary possible
8913,What do I do when a charge has been made that I did not make?,cash_withdrawal_not_recognised,charge made make
8276,what is the correct exchange rate for getting cash,wrong_exchange_rate_for_cash_withdrawal,correct exchange rate getting cash
9358,Why was I charged for a cash withdrawal at the ATM?,cash_withdrawal_charge,charged cash withdrawal atm
7317,I did a transfer and was charged a fee that should not have been charged!,transfer_fee_charged,transfer charged fee charged
3563,How do I find out how or where this transaction on my account came from?,card_payment_not_recognised,find transaction account came
1859,Are there any charges for receiving money?,top_up_by_bank_transfer_charge,charge receiving money
4530,Someone else might be using my card without my permission.,compromised_card,someone else might using card without permission
3475,What happened to my cash deposit?,balance_not_updated_after_cheque_or_cash_deposit,happened cash deposit
7845,"I want to give a second card for this account to my daughter, would this be possible?",getting_spare_card,want give second card account daughter would possible
9631,My card expires soon,card_about_to_expire,card expires soon
3307,"Hi, I want to inquire about my balance. Some cash was deposited and it hasn't updated yet.",balance_not_updated_after_cheque_or_cash_deposit,hi want inquire balance cash deposited hasnt updated yet
5783,I am still waiting to find out the status of my refund. I have made previous attempts to find out what the status is to no avail. Will you please look into this for me?,Refund_not_showing_up,still waiting find status refund made previous attempt find status avail please look
4611,what are the locations i can withdraw money,atm_support,location withdraw money
2820,How long will it take to receive my money from my transfer transaction?,transfer_not_received_by_recipient,long take receive money transfer transaction
5019,Why can I not take out cash?,declined_cash_withdrawal,take cash
9143,Can I get information on topping up?,top_up_by_card_charge,get information topping
8942,"There has been an unusual withdrawal from my account, can you help?",cash_withdrawal_not_recognised,unusual withdrawal account help
662,"Hello, there seems to be a billing mistake associated with my account.  My app was charged $1 more than it should have.  Could you please explain why this may have happened?",extra_charge_on_statement,hello seems billing mistake associated account app charged could please explain may happened
7713,I have a top up card. Where is the verification code?,verify_top_up,top card verification code
977,Can you make exchanges using the EUR?,fiat_currency_support,make exchange using eur
1344,My card stopped working. How do I check if there is a freeze on it?,card_not_working,card stopped working check freeze
3961,I don't have a way to prove my identity.,unable_to_verify_identity,dont way prove identity
4858,I am entering my passcode but getting an error.,passcode_forgotten,entering passcode getting error
2505,I made an ATM withdraw it didn't give me the amount I asked for but is showing a withdraw for that amount.,wrong_amount_of_cash_received,made atm withdraw didnt give amount asked showing withdraw amount
1283,My card hasn't been working for even small transactions today.,card_not_working,card hasnt working even small transaction today
9406,I was charged a fee for withdrawing cash.,cash_withdrawal_charge,charged fee withdrawing cash
2976,"If I want to topup by card, how do I do it?",supported_cards_and_currencies,want topup card
5442,I want a refund for my item,request_refund,want refund item
1949,how long does it take to reflect in my balance a top up,pending_top_up,long take reflect balance top
3074,why hasn't my virtual card arrived?,getting_virtual_card,hasnt virtual card arrived
9513,Do cash withdrawals cost anything?,cash_withdrawal_charge,cash withdrawal cost anything
3471,Why hasn't my balance been updated? I've deposited a few cheques some days ago!,balance_not_updated_after_cheque_or_cash_deposit,hasnt balance updated ive deposited cheque day ago
3535,I did not do this payment,card_payment_not_recognised,payment
6964,I want to create a new pin.,change_pin,want create new pin
8213,"I tried using a foreign currency at an ATM, but the ATM provided me an incorrect rate. Why is that?",wrong_exchange_rate_for_cash_withdrawal,tried using foreign currency atm atm provided incorrect rate
7192,"I transferred money, but I think I've been charged a fee for it?",transfer_fee_charged,transferred money think ive charged fee
4805,"There is a direct debit that I didn't set up, what should I do?",direct_debit_payment_not_recognised,direct debit didnt set
4612,Which ATMs accept this circuit board ?,atm_support,atm accept circuit board
4993,Is there something wrong with my ATM Card?  Tried using it earlier and it did not work.,declined_cash_withdrawal,something wrong atm card tried using earlier work
2743,"How much time do transfers take? I sent money to a friend who needs it fast. It's been hours, and the money has not gone through.",transfer_not_received_by_recipient,much time transfer take sent money friend need fast hour money gone
2828,Why is the transaction to my friend still pending?,transfer_not_received_by_recipient,transaction friend still pending
6336,I have two of the same charges on my account!,transaction_charged_twice,two charge account
5903,Why won't you accept my payment? I keep trying with this card and it's not working.,declined_card_payment,wont accept payment keep trying card working
3301,Why is my last cheque deposit taking so long?,balance_not_updated_after_cheque_or_cash_deposit,last cheque deposit taking long
9682,I seem to be having trouble with my Google Pay Top. Can you please help?,apple_pay_or_google_pay,seem trouble google pay top please help
2612,There was a charge applied when I used my card.,card_payment_fee_charged,charge applied used card
3597,I just checked my account on the App and there is a payment on there that I did not make.,card_payment_not_recognised,checked account app payment make
5569,I noticed my transfer was declined.,declined_transfer,noticed transfer declined
9094,How much are you going to charge me if I top up my US card?,top_up_by_card_charge,much going charge top u card
2237,Can I top-up any amount?,top_up_limits,topup amount
4701,What do I do if I find a debit charge that I know I didn't do in my billing statement?,direct_debit_payment_not_recognised,find debit charge know didnt billing statement
6577,Please explain to me how to know where my funds are from.,verify_source_of_funds,please explain know fund
9688,I want to top up my account. Can I do it with Google Pay?,apple_pay_or_google_pay,want top account google pay
4827,Help me.  The passcode doesn't work.,passcode_forgotten,help passcode doesnt work
4854,I can't remember my password.,passcode_forgotten,cant remember password
8173,My disposable virtual card got rejected,virtual_card_not_working,disposable virtual card got rejected
9523,What is the cost and time frame of getting a new card?,card_about_to_expire,cost time frame getting new card
8526,Why is it failing to top-up?,top_up_failed,failing topup
6758,I made a payment but the app cancelled it.,reverted_card_payment?,made payment app cancelled
58,I know I'm getting a new card but would like know when I can expect to receive it.,card_arrival,know im getting new card would like know expect receive
6713,What is the length of time for money to reach the account?,transfer_timing,length time money reach account
6495,What is my source of funds?,verify_source_of_funds,source fund
1211,What are the auto top-up policies?,automatic_top_up,auto topup policy
2443,"When I went to $100, all the machine would give me was $20.",wrong_amount_of_cash_received,went machine would give
9654,What currencies does google pay top up accept?,apple_pay_or_google_pay,currency google pay top accept
8094,"Can I get a physical card for free, or is there a charge?",order_physical_card,get physical card free charge
6136,"Pending still shows on this transfer, why?",pending_transfer,pending still show transfer
4629,What ATM locations are near me?,atm_support,atm location near
893,Can exchanged be made to EUR?,fiat_currency_support,exchanged made eur
732,I was overcharged an additional pound.,extra_charge_on_statement,overcharged additional pound
9953,Are you only able to get a card if you're in the UK?,country_support,able get card youre uk
8849,Please help me figure out the reason for the odd withdrawal amount from my account?,cash_withdrawal_not_recognised,please help figure reason odd withdrawal amount account
7696,Where can I find the top up verification code?,verify_top_up,find top verification code
4374,I need several cards per day. And I need to be able to throw away all of the cards I make.,disposable_card_limits,need several card per day need able throw away card make
7117,Why can I not do a transfer to a beneficiary?,beneficiary_not_allowed,transfer beneficiary
4532,How do I order a replacement for stolen card?,compromised_card,order replacement stolen card
3747,Where do I go to change my account details?,edit_personal_details,go change account detail
9634,Help me order a new card that's going to be expired soon.,card_about_to_expire,help order new card thats going expired soon
2772,What happens when I money transaction doesn't show up on the receiving side?,transfer_not_received_by_recipient,happens money transaction doesnt show receiving side
9224,"Hi, would you please activate my card?",activate_my_card,hi would please activate card
3171,Seems like my top-up has been cancelled,top_up_reverted,seems like topup cancelled
4766,What do I do if there is an electronic debit that is not correct?,direct_debit_payment_not_recognised,electronic debit correct
3522,I'm noticing a payment/purchase at a company that I don't recognise.,card_payment_not_recognised,im noticing paymentpurchase company dont recognise
7413,How can my friend pay me?,receiving_money,friend pay
5277,Please help!  I was mugged and everything stolen.  What do I do to stop them from accessing my account?,lost_or_stolen_phone,please help mugged everything stolen stop accessing account
8374,What are the disposable cards for?,get_disposable_virtual_card,disposable card
5502,I would like to return my purchases,request_refund,would like return purchase
6527,I want to know where my money comes from.,verify_source_of_funds,want know money come
4046,wheres my pin,get_physical_card,wheres pin
988,Do you have EUR currency available for me?,fiat_currency_support,eur currency available
1087,How long does it take to receive my card?,card_delivery_estimate,long take receive card
1130,I will be traveling.  Can I add money automatically?,automatic_top_up,traveling add money automatically
6742,I made a payment with my card that was cancelled?,reverted_card_payment?,made payment card cancelled
257,"My card arrived but I need to make it work in the app, how do I do that?",card_linking,card arrived need make work app
4214,Is it possible to get both Mastercard and Visa card from you?,visa_or_mastercard,possible get mastercard visa card
7970,I would like to use this cheque to top up.  Can you tell me how to do that?,top_up_by_cash_or_cheque,would like use cheque top tell
8170,My virtual card is just not going through.,virtual_card_not_working,virtual card going
7983,Can cash be used in physical locations to top up?,top_up_by_cash_or_cheque,cash used physical location top
8361,The exchange rate for foreign ATM currency is wrong.,wrong_exchange_rate_for_cash_withdrawal,exchange rate foreign atm currency wrong
1232,Will the system automatically update once there is no more money left?,automatic_top_up,system automatically update money left
1660,Is there a certain age I need to be?,age_limit,certain age need
3950,What should I do if I can't prove my identity.,unable_to_verify_identity,cant prove identity
3223,I refilled my account balance but got an error message.,top_up_reverted,refilled account balance got error message
4114,Why can I not choose the card i want?,visa_or_mastercard,choose card want
8053,what steps do i do to get a real card,order_physical_card,step get real card
5627,I'm having problems making a transfer to another account. I keep getting a declined message. I know that the information I'm putting in is accurate because I have checked it more than once.,declined_transfer,im problem making transfer another account keep getting declined message know information im putting accurate checked
9034,Please provide currency exchange rates,exchange_charge,please provide currency exchange rate
5246,How long does it take for a purchase to go from pending to authorised?,pending_card_payment,long take purchase go pending authorised
5878,"I was just shopping and my payment was declined in a store!  It was very embarrassing, what is going on and when will it be fixed?",declined_card_payment,shopping payment declined store embarrassing going fixed
5345,My phone was left at a hotel and I can't access the app.,lost_or_stolen_phone,phone left hotel cant access app
2070,My top-up has not posted.,pending_top_up,topup posted
4145,Do you give out Visa or Mastercards?,visa_or_mastercard,give visa mastercards
2907,what cards can i use to add money to my account,supported_cards_and_currencies,card use add money account
9737,Why isn't my Google Pay top up working for me? Did I do something wrong?,apple_pay_or_google_pay,isnt google pay top working something wrong
4745,I have gone through my statements and noticed there is a large payment that I did not make. Can i still dispute the payment? its been a while,direct_debit_payment_not_recognised,gone statement noticed large payment make still dispute payment
5021,"Hi, I am unable to use my card in ATM. I had tried my card in two ATMs but both ATMs declined it. Could you please check my account?",declined_cash_withdrawal,hi unable use card atm tried card two atm atm declined could please check account
2583,What is this extra fee?,card_payment_fee_charged,extra fee
5774,I requested a refund but can't see it.,Refund_not_showing_up,requested refund cant see
3803,Why do you guys need to verify my identity?,why_verify_identity,guy need verify identity
7056,Why can't my beneficiary get access?,beneficiary_not_allowed,cant beneficiary get access
4559,What ATMs accept my card?,atm_support,atm accept card
6879,My payment was cancelled,reverted_card_payment?,payment cancelled
2132,I need to cancel a transaction.,cancel_transfer,need cancel transaction
7869,I want a new card,getting_spare_card,want new card
2724,I sent a payment but it isn't showing up in the app,transfer_not_received_by_recipient,sent payment isnt showing app
9505,Why was I charged a fee for my withdrawal?,cash_withdrawal_charge,charged fee withdrawal
5380,do you offer refunds? i would like to return purchase.,request_refund,offer refund would like return purchase
9694,My google top-up pay is not going through,apple_pay_or_google_pay,google topup pay going
2764,"I have done a transfer within the country a couple days ago, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already.",transfer_not_received_by_recipient,done transfer within country couple day ago still yet please check whats going account number definitely right one ive checked several time already
5724,My refund has not yet been credited on my statement,Refund_not_showing_up,refund yet credited statement
6956,Can I reset my PIN?,change_pin,reset pin
5652,Why does my card continually get declined? I thought I had enough money in there but I've tried several times now and it still isn't working.,declined_transfer,card continually get declined thought enough money ive tried several time still isnt working
9533,What happens if my card expires?,card_about_to_expire,happens card expires
4691,My statement shows a strange direct debit.,direct_debit_payment_not_recognised,statement show strange direct debit
8387,What is the function of the disposable cards?,get_disposable_virtual_card,function disposable card
7711,Do I need to verify my top-up?,verify_top_up,need verify topup
3285,"Hello there, I tried using crypto top up today but it's not working for me, might it be due to the kind of bank I'm using or the country that I'm from?Money is also missing from my account",top_up_reverted,hello tried using crypto top today working might due kind bank im using country im frommoney also missing account
3779,I would like to know why so much identity information is required?,why_verify_identity,would like know much identity information required
8193,I can't get my virtual card to work.,virtual_card_not_working,cant get virtual card work
2202,"Cancel my transfer, please.",cancel_transfer,cancel transfer please
4781,Why am I seeing a direct debit thats not mine?,direct_debit_payment_not_recognised,seeing direct debit thats mine
7474,Why didn't my transfer work?,failed_transfer,didnt transfer work
9918,I would like to know the countries you are offer services in?,country_support,would like know country offer service
4065,How do I get my card PIN?,get_physical_card,get card pin
1798,I'm confused ass to why my contactless is not working.,contactless_not_working,im confused as contactless working
5628,My transfer has been declined.,declined_transfer,transfer declined
5346,"Hi, I lost my phone yesterday, what can I do to stop someone using my account on it?",lost_or_stolen_phone,hi lost phone yesterday stop someone using account
6199,Help me delete my account.  I am not satisfied with the service.,terminate_account,help delete account satisfied service
2235,Are top-ups unlimited?,top_up_limits,topups unlimited
1868,Are SWIFT Transfers available at this bank?,top_up_by_bank_transfer_charge,swift transfer available bank
8861,"According to the app, I got cash from an ATM but I haven't made any transactions.",cash_withdrawal_not_recognised,according app got cash atm havent made transaction
5600,I don't have any idea what's going on but all of my transfers keep getting declined. I have double-checked over all of my recipient names and they are correct.,declined_transfer,dont idea whats going transfer keep getting declined doublechecked recipient name correct
5190,How long does it actually take my card payment to make it to the account? I've made a payment a couple of days ago but it hasn't moved since.,pending_card_payment,long actually take card payment make account ive made payment couple day ago hasnt moved since
2903,I want to use a payment card to top up my account. How can I do this?,supported_cards_and_currencies,want use payment card top account
9861,What do you require for identification verification?,verify_my_identity,require identification verification
9356,Why was I charged for cash withdrawal?,cash_withdrawal_charge,charged cash withdrawal
3720,I got a new address and need to change my old one.,edit_personal_details,got new address need change old one
5977,How come my card payment has been declined?,declined_card_payment,come card payment declined
2874,Can you tell me what currencies I can use to add money?,supported_cards_and_currencies,tell currency use add money
7173,Why did it cost money to transfer funds?,transfer_fee_charged,cost money transfer fund
8453,How do I use the disposable cards?,get_disposable_virtual_card,use disposable card
5287,"My phone was stolen, help!",lost_or_stolen_phone,phone stolen help
4018,"In the app, where do I find my card PIN?",get_physical_card,app find card pin
981,Do you deal with EUR?,fiat_currency_support,deal eur
4863,I think my passcode was changed,passcode_forgotten,think passcode changed
5515,"Hello-Can you please help me get a refund from this merchant?  I ordered a product and would like to return it. I have been unsuccessful in getting the merchant to return my request for the past several days.  I understand it can take up to 45 days to process the dispute and issue a refund, however, if this can be expedited faster it would be very helpful to me.",request_refund,hellocan please help get refund merchant ordered product would like return unsuccessful getting merchant return request past several day understand take day process dispute issue refund however expedited faster would helpful
782,My cash withdrawal isnt showing on my account,pending_cash_withdrawal,cash withdrawal isnt showing account
3553,There is a payment I don't recognize,card_payment_not_recognised,payment dont recognize
5524,I just bought an item and would like to stop payment can you tell me if the item has been sent yet?,request_refund,bought item would like stop payment tell item sent yet
3081,"I need to order a new card, can you please direct me to the virtual cards?",getting_virtual_card,need order new card please direct virtual card
1880,Is a SWIFT transfer acceptable?,top_up_by_bank_transfer_charge,swift transfer acceptable
8264,what is the exchange rate when i get cash,wrong_exchange_rate_for_cash_withdrawal,exchange rate get cash
8395,What are the disposable cards used for?,get_disposable_virtual_card,disposable card used
8658,"For you, how long do transfers normally take from a UK account? I completed one just now but nothing appears. I just need to be sure everything is okay.",balance_not_updated_after_bank_transfer,long transfer normally take uk account completed one nothing appears need sure everything okay
9873,what documents do i need to verify who i am,verify_my_identity,document need verify
769,Why is my cash withdrawal pending?,pending_cash_withdrawal,cash withdrawal pending
4127,would a visa or mastercard be more suited to me?,visa_or_mastercard,would visa mastercard suited
2556,Please tell me why I was charged additionally when I used the card.,card_payment_fee_charged,please tell charged additionally used card
8778,A few hours ago I made a bank transfer from my UK account but I don't see that it has arrived.   Can you check and see if all is ok please?,balance_not_updated_after_bank_transfer,hour ago made bank transfer uk account dont see arrived check see ok please
770,I withdrew cash but it still shows as pending?,pending_cash_withdrawal,withdrew cash still show pending
2815,I did a money transaction and dont have a receipt,transfer_not_received_by_recipient,money transaction dont receipt
8058,I would like to request a card.,order_physical_card,would like request card
9827,what documentation do I need for the identity check?,verify_my_identity,documentation need identity check
3810,Why is the identity check involved?,why_verify_identity,identity check involved
8565,It does not appear that my message went through.,top_up_failed,appear message went
1947,"My top up has been pending for an hour already, and I really need this to go through as soon as possible.  Can you help?",pending_top_up,top pending hour already really need go soon possible help
2952,What cards and currencies can I use to top up my account?,supported_cards_and_currencies,card currency use top account
4663,What is this direct debit in my statement?,direct_debit_payment_not_recognised,direct debit statement
8162,What's the procedure for getting a card?,order_physical_card,whats procedure getting card
3460,The check I deposited yesterday isn't listed yet.  Isn't that pretty slow?  I need to see the balance increased by that check.,balance_not_updated_after_cheque_or_cash_deposit,check deposited yesterday isnt listed yet isnt pretty slow need see balance increased check
4941,I can't withdraw money,declined_cash_withdrawal,cant withdraw money
9349,I was charged for getting cash.,cash_withdrawal_charge,charged getting cash
7786,What's a verification code?,verify_top_up,whats verification code
3537,"There are charges on my card from the past few day I am pretty sure I didnt make, can you please freeze it for me? How do I get my money returned since it wasnt me?",card_payment_not_recognised,charge card past day pretty sure didnt make please freeze get money returned since wasnt
6561,How can I tell the source for my available funds?,verify_source_of_funds,tell source available fund
9176,What are the fees for using a European bank card?,top_up_by_card_charge,fee using european bank card
8168,Can I use my virtual card to complete transactions for memberships?,virtual_card_not_working,use virtual card complete transaction membership
1565,Hold old do my kids have to be to use the service?,age_limit,hold old kid use service
2378,The amount of cash I selected to withdraw is different than what I received.,wrong_amount_of_cash_received,amount cash selected withdraw different received
2096,I need to change a transfer.,cancel_transfer,need change transfer
8438,Where do I get a disposable virtual card?,get_disposable_virtual_card,get disposable virtual card
2985,What currency can I use to pay for a top up?,supported_cards_and_currencies,currency use pay top
1035,I'd like to have it delivered on Saturday.  Is that possible?,card_delivery_estimate,id like delivered saturday possible
6650,I need to transfer something to China. It is urgent. How many days will it take to get there?,transfer_timing,need transfer something china urgent many day take get
4409,Are there downsides to using a disposable virtual cards?,disposable_card_limits,downside using disposable virtual card
7607,My account is devoid of funds. Am I permitted to submit additional money via bank transfer?,transfer_into_account,account devoid fund permitted submit additional money via bank transfer
5715,I am suppose to be getting a refund from something I purchased but it hasn't showed up in my account.,Refund_not_showing_up,suppose getting refund something purchased hasnt showed account
974,Which flat currencies can I use from you?,fiat_currency_support,flat currency use
1843,To receive money are there charges?,top_up_by_bank_transfer_charge,receive money charge
5422,Please help! I need a refund on a transaction on something I bought and I need the refund right away!,request_refund,please help need refund transaction something bought need refund right away
4914,"I don't know what my passcode is, can you help?",passcode_forgotten,dont know passcode help
5893,The store card reader would not accept my card.,declined_card_payment,store card reader would accept card
8392,Can you please explain disposable virtual cards for me?,get_disposable_virtual_card,please explain disposable virtual card
4579,Where is the closest ATM I can use?,atm_support,closest atm use
2143,How can I cancel my transfer?,cancel_transfer,cancel transfer
